Asset #,Serial Number,Vendor,Desktop Model,Location,Details,IP Address,Operating System,Configuration ID,Invoice Date,Warranty Expiry Date,Warranty Expired,PO #,Invoice #,Cost Centre,Purchase Price,Purchasing Approved,Status,has the service tag,output,orig.order,,,Serial Number,,,Company Name Billing,Company Name Shipping,Customer Num,PO Num,Dell Order Number,Master Inv Num,Invoice Num,Group Desc,Product Desc,Brand Desc,Item Num,Item Long Name,System Qty,Order Qty,Total Rev Retail USD,Total Rev Disc USD,Freight Charges,Sales Tax USD,Vat Amt Local Currency,Order Status Desc,Order Date,Ship By Date,Shipped Date,Inv Date,Service Tags,,Serial Numberfootprints
US30209,B91K082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.128.216,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,273,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",138,273,,B91K082,b91k082,B91K082,CPLSE,CPLSE,132936491,SEC122496,855739609,XJR1523T4,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$811.35 ,$516.48 ,$0.00 ,$0.00 ,0,Invoiced,7/14/2015,7/15/2015,7/15/2015,7/15/2015,7SB4D32,,B91K082
US30196,CX8H082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.129.16,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,345,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",164,345,,CX8H082,cx8h082,CX8H082,CPLSE,CPLSE,132936491,SEC130182,885443628,XJRNRCKM7,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,9/9/2015,9/11/2015,9/9/2015,9/9/2015,,,CX8H082
US30174,CXJK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.135.203,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,377,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",245,377,,CXJK082,cxjk082,CXJK082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,460-BBEX,No Carrying Case,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,CXJK082
US30173,B4SD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.135.204,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,9,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",246,9,,B4SD082,b4sd082,B4SD082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,452-BBFV,No Docking Station,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,B4SD082
US30205,B8YJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.136.13,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,201,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",251,201,,B8YJ082,b8yj082,B8YJ082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,555-BCEK,Intel Wireless 7265 Driver,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,B8YJ082
US30164,B8XH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.136.15,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,177,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",253,177,,B8XH082,b8xh082,B8XH082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,575-BBCH,No Stand included,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,B8XH082
US30175,CWKL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.136.16,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,297,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",254,297,,CWKL082,cwkl082,CWKL082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,631-AAKE,Intel Smart Connect Technology,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,CWKL082
US30200,CXDL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.136.18,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,361,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",255,361,,CXDL082,cxdl082,CXDL082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,998-BJVS,Fixed Hardware Configuration,0,-6,"($1,681.26)","($1,681.26)",$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,CXDL082
US30171,B8ZH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.136.19,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,225,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",256,225,,B8ZH082,b8zh082,B8ZH082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,321-BBKW,Mini SATA Card Bracket,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,B8ZH082
US30178,CW5G082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.136.21,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,289,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",257,289,,CW5G082,cw5g082,CW5G082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,583-BCNU,"Internal Dual Pointing 82 Keys Keyboard Frame International, E7450",0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,CW5G082
US30162,CX4F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.139.205,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,321,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",289,321,,CX4F082,cx4f082,CX4F082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,332-1286,US Order,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,CX4F082
US30186,B8GK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.139.207,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,105,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",290,105,,B8GK082,b8gk082,B8GK082,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,634-BENZ,No DDP ESS Software,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,B8GK082
US30191,B8KJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.172,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,121,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",349,121,,B8KJ082,b8kj082,B8KJ082,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL181090,129565500,XK1R91573,XK1R91573,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,4,4,"$3,791.43 ","$1,876.00 ",$0.00 ,$0.00 ,0,Invoiced,9/23/2016,9/29/2016,9/28/2016,9/28/2016,"C0JWRD2,C0JXRD2,C0JYRD2,C0JZRD2",,B8KJ082
US30166,B8DL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.173,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,97,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",377,97,,B8DL082,b8dl082,B8DL082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL187161,143999610,XK25TDJD6,XK25TDJD6,Desktops,OptiPlex Desktops,OPTIPLEX 7040,210-AFGK,OptiPlex 7040 Small Form Factor XCTO,4,4,"$5,116.00 ","$2,464.00 ",$0.00 ,$0.00 ,0,Invoiced,11/8/2016,11/14/2016,11/9/2016,11/9/2016,"2NLTMD2,2NLVMD2,2NMSMD2,2NMTMD2",,B8DL082
US30172,B5SL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.174,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,57,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",378,57,,B5SL082,b5sl082,B5SL082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL187161,143999669,XK25MM252,XK25MM252,EUC Mobility,Latitude,LATITUDE E7470,210-AETL,"Dell Latitude E7470, BTX",1,1,"$2,463.75 ","$1,225.00 ",$0.00 ,$0.00 ,0,Invoiced,11/8/2016,11/9/2016,11/8/2016,11/8/2016,20W1CG2,,B5SL082
US30199,B4NK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.183,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,1,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",379,1,,B4NK082,b4nk082,B4NK082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATIES,137995733,CPL187436,144539100,10124959806,10124959806,EUC Mobility,Latitude,LATITUDE E7470,210-AETL,"Dell Latitude E7470, BTX",5,5,"$12,318.74 ","$6,125.00 ",$0.00 ,$0.00 ,0,Invoiced,11/10/2016,11/11/2016,11/10/2016,11/14/2016,"21Y5RC2,25Y5RC2,8Z67RC2,FH96RC2,HD00RC2",,B4NK082
US30201,B5XK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.238,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,81,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",455,81,,B5XK082,b5xk082,B5XK082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,SHC-203111,194419288,10153113025,10153113025,CS SOFTWARE AND PERIPHERALS,DISPLAYS,PARTNER,A3716904,DoubleSight DS-224STA - Stand for 2 LCD displays ( Tilt &amp; Swivel ) - screen size: up to 24-inch - desktop stand,0,1,$159.99 ,$139.99 ,$0.00 ,$40.50 ,40.5,Invoiced,3/3/2017,3/6/2017,3/3/2017,3/10/2017,,,B5XK082
US30182,B8WJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.128,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,161,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",480,161,,B8WJ082,b8wj082,B8WJ082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-207436,204607286,10158899780,10158899780,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$942.15 ,$487.06 ,$0.00 ,$40.20 ,40.2,Invoiced,4/4/2017,4/7/2017,4/5/2017,4/7/2017,H4QPHH2,,B8WJ082
US30165,CXJF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.144,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,369,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",489,369,,CXJF082,cxjf082,CXJF082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-209348,209037109,10161748786,10161748786,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$942.15 ,$487.06 ,$0.00 ,$40.20 ,40.2,Invoiced,4/18/2017,4/21/2017,4/19/2017,4/22/2017,D3HRJH2,,CXJF082
US30188,B8NH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.160,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,145,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",496,145,,B8NH082,b8nh082,B8NH082,CLINICAL PATHOLOGY LABORATORIE,SML/SONIC,137995733,SHC-211160,213357501,10164062085,10164062085,EUC Mobility,Latitude,LATITUDE E7470,465-7758,Sales order Freight,0,1,$65.00 ,$65.00 ,$65.00 ,$0.00 ,0,Invoiced,5/1/2017,5/4/2017,5/2/2017,5/4/2017,,,B8NH082
US30163,B5WF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.171,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,65,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",500,65,,B5WF082,b5wf082,B5WF082,CLINICAL PATHOLOGY LABORATORIE,SML/SONIC,137995733,SHC-211160,213357527,10164062085,10164062085,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,PARTNER,A5468028,Logitech H800 Wireless Headset,0,1,$95.99 ,$86.39 ,$0.00 ,$0.00 ,0,Invoiced,5/1/2017,5/2/2017,5/1/2017,5/4/2017,,,B5WF082
US30169,B91L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.184,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,281,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",502,281,,B91L082,b91l082,B91L082,CLINICAL PATHOLOGY LABORATORIE,SML/SONIC,137995733,SHC-211160,213357527,10164062085,10164062085,CS Software and Peripherals,TVs,UNKNOWN,465-7758,Sales order Freight,0,1,$57.99 ,$57.99 ,$57.99 ,$0.00 ,0,Invoiced,5/1/2017,5/2/2017,5/1/2017,5/4/2017,,,B91L082
US30197,CX5J082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.188,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,329,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",506,329,,CX5J082,cx5j082,CX5J082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-211690,213873689,10164623359,10164623359,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$942.15 ,$487.06 ,$0.00 ,$40.20 ,40.2,Invoiced,5/2/2017,5/5/2017,5/4/2017,5/6/2017,41JJHH2,,CX5J082
